trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
730,False,"{'a': 0.5, 'e': 0.7361927182273159}",30,0,-187.7364363482821,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
731,False,"{'a': 0.5, 'e': 0.6649503643367052}",30,15,-50.042923426958986,"{0: 11, 1: 0, 2: 1, 3: 3, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.5870640462090193}",20,11,7.410450718277476,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.5033119781891867}",25,3,11.71311813289378,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.41453098325609555}",20,13,4.623231258319653,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.32160813176404734}",20,0,16.146665598484585,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.22547187812891342}",30,15,13.387054355181586,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.1270827840186229}",30,18,15.549846487010036,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.027423920738401768}",30,18,23.756553368211137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.07250895329270868}",20,6,13.70307930822525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.17171734183077755}",30,21,19.763548886788797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.26920998745149366}",25,3,-56.37152346137358,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
742,False,"{'a': 0.5, 'e': 0.36401277586657127}",20,13,13.106147809211496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.4551784689518164}",35,17,-41.80787943089823,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
744,False,"{'a': 0.5, 'e': 0.5417961692373049}",25,6,-22.335083848394124,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
745,False,"{'a': 0.5, 'e': 0.6230004212937645}",20,0,-53.15946021531943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
746,False,"{'a': 0.5, 'e': 0.6979798590772273}",25,0,-84.91812874145364,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
747,False,"{'a': 0.5, 'e': 0.7659853128302462}",25,0,-89.50623889958497,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
748,False,"{'a': 0.5, 'e': 0.8263372945385468}",30,0,-197.83969634811226,"{0: 14, 1: 5, 2: 7, 3: 2, 4: 2}",0
749,False,"{'a': 0.5, 'e': 0.8784327871506192}",30,7,-131.33192175284353,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 2}",1
750,False,"{'a': 0.5, 'e': 0.9217512697247493}",20,0,-42.582104917424516,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
751,False,"{'a': 0.5, 'e': 0.9558599183022551}",20,0,-144.16408038786793,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
752,False,"{'a': 0.5, 'e': 0.9804179305413608}",20,0,-168.48224200270104,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
753,False,"{'a': 0.5, 'e': 0.9951799309015783}",25,0,-79.52628908530862,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
754,False,"{'a': 0.5, 'e': 0.9999984223549769}",20,0,-108.78824039787828,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
755,False,"{'a': 0.5, 'e': 0.9948252601277343}",20,0,-106.89007234257772,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
756,False,"{'a': 0.5, 'e': 0.9797121327468036}",25,0,-67.08922461186398,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.9548100455852436}",20,0,-159.23096827490144,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
758,False,"{'a': 0.5, 'e': 0.9203678120664357}",25,0,-113.19126653417575,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
759,False,"{'a': 0.5, 'e': 0.876729567602604}",20,0,-20.799848679791097,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
760,False,"{'a': 0.5, 'e': 0.8243313311075577}",20,11,-14.388978729347338,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.7636966484397866}",30,6,-20.711818905882357,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.6954313613053625}",20,15,-2.6498774871846056,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.6202175538878211}",25,0,-55.62346138277817,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
764,False,"{'a': 0.5, 'e': 0.538806737688487}",25,16,-25.84983480396232,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
765,False,"{'a': 0.5, 'e': 0.45201234267200896}",20,15,11.194074161335125,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.36070158974295474}",35,0,-17.117806955618192,"{0: 29, 1: 1, 2: 4, 3: 1, 4: 0}",0
767,False,"{'a': 0.5, 'e': 0.2657868257612953}",20,13,11.21425573264508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.16821640767405896}",25,1,28.11530123886442,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.06896522684630882}",30,18,13.607602541451422,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.03097503173121646}",20,13,15.421165336324346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.13060579803068173}",20,7,25.999514645137406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.2289315943687473}",20,0,-52.82279848193225,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
773,False,"{'a': 0.5, 'e': 0.32496998189061793}",20,0,-104.6155607256732,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
774,False,"{'a': 0.5, 'e': 0.4177613767742181}",25,0,-45.81336415450838,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
775,False,"{'a': 0.5, 'e': 0.506378638074642}",25,8,-51.47539700697173,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
776,False,"{'a': 0.5, 'e': 0.5899363314099593}",20,0,-49.69898222081095,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
777,False,"{'a': 0.5, 'e': 0.667599575928841}",30,0,-28.94533974614707,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
778,False,"{'a': 0.5, 'e': 0.7385923861641319}",35,0,-64.58117722223093,"{0: 26, 1: 4, 2: 4, 3: 0, 4: 1}",0
779,False,"{'a': 0.5, 'e': 0.802205425423044}",20,0,-1.0946952548367204,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
780,False,"{'a': 0.5, 'e': 0.8578030932449878}",25,0,-103.39372266466043,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
781,False,"{'a': 0.5, 'e': 0.9048298761112383}",20,11,-23.734419885776894,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.9428158979523701}",25,0,-276.66526348730827,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 5}",0
783,False,"{'a': 0.5, 'e': 0.9713816149946669}",20,2,-10.305843716537444,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.9902416080360045}",20,0,-79.24880117694147,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
785,False,"{'a': 0.5, 'e': 0.9992074342602034}",25,8,-48.61268420195367,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
786,False,"{'a': 0.5, 'e': 0.9981895100953388}",20,0,-161.00353559787362,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
787,False,"{'a': 0.5, 'e': 0.9871980063031853}",30,0,-126.86640588368823,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
788,False,"{'a': 0.5, 'e': 0.9663427463563229}",20,5,-64.37302768292948,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
789,False,"{'a': 0.5, 'e': 0.9358321091183142}",25,0,-207.57336347374815,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
790,False,"{'a': 0.5, 'e': 0.8959709467909631}",25,0,-72.307393909881,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
791,False,"{'a': 0.5, 'e': 0.8471575389318887}",20,0,-100.30919397978023,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
792,False,"{'a': 0.5, 'e': 0.7898796129768653}",20,0,-87.16188695361441,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
793,False,"{'a': 0.5, 'e': 0.7247094710284542}",20,0,19.6414064725694,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
794,False,"{'a': 0.5, 'e': 0.6522982716026375}",25,2,-72.37567802506885,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
795,False,"{'a': 0.5, 'e': 0.5733695234681091}",20,0,-6.975803358463113,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
796,False,"{'a': 0.5, 'e': 0.4887118565858413}",20,4,-28.6304396125587,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.39917114237924173}",20,0,-37.485082739389355,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
798,False,"{'a': 0.5, 'e': 0.3056420420664123}",25,11,25.49966613980994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.20905906750109535}",20,10,5.972694740707957,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.11038724383904756}",30,10,41.11636473520163,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.010612467325717374}",35,23,22.702050816232557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.08926834545310194}",20,8,26.029637021779127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.18825721843235974}",30,0,17.41258457249014,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
804,False,"{'a': 0.5, 'e': 0.2853650875145902}",30,12,-19.049511521088554,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
805,False,"{'a': 0.5, 'e': 0.37962168297153187}",25,0,-189.70404362158018,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
806,False,"{'a': 0.5, 'e': 0.47008522405847947}",20,8,-72.53001882108227,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
807,False,"{'a': 0.5, 'e': 0.5558518289761377}",30,13,-66.43743603053237,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
808,False,"{'a': 0.5, 'e': 0.6360645461588639}",20,0,-35.92356871396252,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
809,False,"{'a': 0.5, 'e': 0.7099219166513444}",25,0,-65.13094738699755,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
810,False,"{'a': 0.5, 'e': 0.7766859820216312}",25,0,-30.138575798792964,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
811,False,"{'a': 0.5, 'e': 0.835689657797818}",25,0,-186.2715357287742,"{0: 10, 1: 1, 2: 12, 3: 0, 4: 2}",0
812,False,"{'a': 0.5, 'e': 0.8863433987555546}",20,0,-64.8858226358869,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
813,False,"{'a': 0.5, 'e': 0.9281410894591062}",25,0,-194.48936243914517,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
814,False,"{'a': 0.5, 'e': 0.9606651011994307}",20,0,-57.071775770422235,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
815,False,"{'a': 0.5, 'e': 0.9835904648022342}",25,0,-189.60248785014858,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
816,False,"{'a': 0.5, 'e': 0.9966881176125165}",25,0,-72.90390522039684,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
817,False,"{'a': 0.5, 'e': 0.9998271922129018}",25,0,-44.907668145526614,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
818,False,"{'a': 0.5, 'e': 0.9929763240076241}",20,0,-207.4003368042583,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
819,False,"{'a': 0.5, 'e': 0.9762039646071967}",20,0,-118.17866637738503,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
820,False,"{'a': 0.5, 'e': 0.9496776978825432}",25,0,-124.24412004422807,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
821,False,"{'a': 0.5, 'e': 0.9136625655223527}",30,6,-55.0995462293454,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.8685184188241584}",30,0,-132.98015571283915,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
823,False,"{'a': 0.5, 'e': 0.8146963231790851}",25,0,-66.07842419266628,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
824,False,"{'a': 0.5, 'e': 0.7527340511756141}",20,12,-21.28399272313818,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.6832507093535931}",25,3,-141.2457554103439,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 3}",1
826,False,"{'a': 0.5, 'e': 0.6069405522963571}",30,0,-127.69840371707932,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
827,False,"{'a': 0.5, 'e': 0.5245660458684595}",20,16,8.765317618288034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.4369502489087129}",30,0,10.017477128513466,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
829,False,"{'a': 0.5, 'e': 0.34496858949843207}",25,0,-33.27709428754698,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
830,False,"{'a': 0.5, 'e': 0.24954011797333814}",30,0,-11.050433523879928,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
831,False,"{'a': 0.5, 'e': 0.1516183240764369}",25,11,2.8912933268250125,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.05218161000373245}",25,7,16.789942324381798,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.0477764854671965}",25,17,15.176498108510902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.14725721408812947}",20,9,9.222007949381883,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.24526659730265726}",30,9,31.538754685197368,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.3408253577513085}",25,5,23.90209236666789,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.43297870388717985}",20,10,-9.618133594813717,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.5208058699375538}",20,0,-73.51623473952812,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
839,False,"{'a': 0.5, 'e': 0.6034293158910315}",35,0,-54.762525834865585,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
840,False,"{'a': 0.5, 'e': 0.6800234955873388}",20,0,-67.28554343601458,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
841,False,"{'a': 0.5, 'e': 0.7498231053016292}",20,10,-19.54993077374782,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.8121307304063011}",25,0,-67.82756894849129,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
843,False,"{'a': 0.5, 'e': 0.866323813707489}",25,0,-30.13008097940219,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
844,False,"{'a': 0.5, 'e': 0.9118608758306834}",25,0,-188.1804758788923,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
845,False,"{'a': 0.5, 'e': 0.9482869255037094}",25,0,-66.95593991856767,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
846,False,"{'a': 0.5, 'e': 0.9752380056790884}",20,0,-198.7776340939766,"{0: 8, 1: 0, 2: 9, 3: 0, 4: 3}",0
847,False,"{'a': 0.5, 'e': 0.9924448300725429}",30,0,-201.06111572016567,"{0: 12, 1: 6, 2: 7, 3: 4, 4: 1}",0
848,False,"{'a': 0.5, 'e': 0.9997354737825584}",25,0,-115.0762293189192,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
849,False,"{'a': 0.5, 'e': 0.9970370911071489}",25,0,-196.65616446261734,"{0: 14, 1: 3, 2: 2, 3: 3, 4: 3}",0
850,False,"{'a': 0.5, 'e': 0.9843766433940419}",20,0,-298.23426916656615,"{0: 7, 1: 2, 2: 4, 3: 1, 4: 6}",0
851,False,"{'a': 0.5, 'e': 0.9618806296517953}",20,0,-272.53173678357217,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 5}",0
852,False,"{'a': 0.5, 'e': 0.9297738226135346}",20,0,-96.31087322163671,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
853,False,"{'a': 0.5, 'e': 0.8883770228820775}",35,2,-46.64488251711276,"{0: 24, 1: 4, 2: 4, 3: 1, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.83810385359639}",25,6,-105.62776009382173,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 1}",1
855,False,"{'a': 0.5, 'e': 0.7794566276458688}",30,0,-95.4441540624365,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
856,False,"{'a': 0.5, 'e': 0.7130213287260063}",25,0,-77.11273582621139,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
857,False,"{'a': 0.5, 'e': 0.6394617563830383}",25,16,-5.316610081887226,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.5595128935482332}",25,0,-136.01337611069798,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
859,False,"{'a': 0.5, 'e': 0.47397356283147857}",20,0,5.853106721577046,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
860,False,"{'a': 0.5, 'e': 0.38369844494974187}",20,0,-92.08412484886313,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
861,False,"{'a': 0.5, 'e': 0.2895895390398971}",25,17,13.563577502118473,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.19258715018155367}",25,3,-19.06070258646297,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
863,False,"{'a': 0.5, 'e': 0.09366049417943022}",25,8,18.199367056693347,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.006201986520476918}",25,11,27.363856430014586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.10600249902117563}",25,14,21.025369294365436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.2047438695914363}",25,10,2.1310138802418224,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.3014395070960506}",20,0,13.59898948503988,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
868,False,"{'a': 0.5, 'e': 0.39512326068842774}",25,0,18.19108887709679,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
869,False,"{'a': 0.5, 'e': 0.48485907327037797}",20,9,-31.732732765494557,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
870,False,"{'a': 0.5, 'e': 0.569750334265312}",25,0,-63.13190476347195,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
871,False,"{'a': 0.5, 'e': 0.6489488382546992}",35,0,-182.51062846870354,"{0: 23, 1: 3, 2: 4, 3: 2, 4: 3}",0
872,False,"{'a': 0.5, 'e': 0.7216632599662002}",25,0,1.9959478388565357,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
873,False,"{'a': 0.5, 'e': 0.7871670609342862}",30,0,-156.35013699143605,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
874,False,"{'a': 0.5, 'e': 0.8448057488323435}",20,0,-52.10633586769542,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
875,False,"{'a': 0.5, 'e': 0.8940034169437217}",25,0,-106.94335821852252,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
876,False,"{'a': 0.5, 'e': 0.9342684984312437}",20,0,-182.82515894429514,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
877,False,"{'a': 0.5, 'e': 0.9651986779105415}",25,0,-132.74876471309287,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
878,False,"{'a': 0.5, 'e': 0.9864849112524243}",20,0,-115.7303294012971,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
879,False,"{'a': 0.5, 'e': 0.9979145134496277}",20,0,-96.92351810978835,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
880,False,"{'a': 0.5, 'e': 0.9993732836951247}",20,0,-130.9302455691087,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
881,False,"{'a': 0.5, 'e': 0.9908466464388259}",20,0,-232.61045446454966,"{0: 5, 1: 6, 2: 5, 3: 0, 4: 4}",0
882,False,"{'a': 0.5, 'e': 0.9724197970216671}",20,0,-303.5329403702754,"{0: 7, 1: 1, 2: 5, 3: 1, 4: 6}",0
883,False,"{'a': 0.5, 'e': 0.9442768504319128}",25,0,-119.92511488320312,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
884,False,"{'a': 0.5, 'e': 0.9066990016890745}",20,0,-42.64616213498503,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
885,False,"{'a': 0.5, 'e': 0.8600617162362019}",20,0,-46.349370790821844,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
886,False,"{'a': 0.5, 'e': 0.8048309784132947}",25,0,-141.62802763863297,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
887,False,"{'a': 0.5, 'e': 0.7415586354958403}",25,15,-18.563736677809132,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.6708768838191963}",25,7,-19.206048202224036,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.5934919520818551}",20,0,0.6079863793643749,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
890,False,"{'a': 0.5, 'e': 0.5101770449416689}",20,0,-18.486148207026552,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
891,False,"{'a': 0.5, 'e': 0.4217646174105228}",25,15,-17.27760883955049,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.3291380572390701}",25,19,12.635346359777742,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.23322285839824772}",25,13,-31.508471280106882,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
894,False,"{'a': 0.5, 'e': 0.13497737384955097}",20,8,19.214503956634303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.03538323999893738}",35,21,26.118798798397634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.06456443148961562}",25,14,9.727747431626078,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.16386699652087378}",20,6,26.566572911864714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.26153225669013663}",20,10,19.373275056366445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.35658437300160806}",20,9,8.451616015974935,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.4480736161291701}",20,9,17.187925686744663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.5350858557978274}",25,0,-19.74180293303997,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
902,False,"{'a': 0.5, 'e': 0.6167516944712085}",25,19,-3.5136443292473922,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.692255154084449}",20,0,-85.20088527471734,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
904,False,"{'a': 0.5, 'e': 0.7608418290271979}",25,0,-20.04597995266399,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
905,False,"{'a': 0.5, 'e': 0.8218264239151786}",25,0,-177.40272131223125,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
906,False,"{'a': 0.5, 'e': 0.8745996008351044}",20,0,-48.94627412413307,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
907,False,"{'a': 0.5, 'e': 0.9186340676476693}",20,0,-120.95124497031911,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
908,False,"{'a': 0.5, 'e': 0.9534898465163544}",20,0,-50.89289934822729,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
909,False,"{'a': 0.5, 'e': 0.9788186700204824}",20,0,-99.67157780711118,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
910,False,"{'a': 0.5, 'e': 0.9943674609282015}",30,0,-184.3117995744502,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
911,False,"{'a': 0.5, 'e': 0.999980860860509}",20,0,-137.769519719579,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
912,False,"{'a': 0.5, 'e': 0.9956027825808228}",20,2,-142.48357021965685,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 2}",1
913,False,"{'a': 0.5, 'e': 0.9812769704001121}",20,0,-137.6142145436934,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
